station,date,tair,twet,rh,tdew
22719,20131119:1000,21.8,16.4,55,12.4
22719,20131119:1100,21.9,16.9,58,13.3
22719,20131119:1200,22.4,17.3,58,13.8
22719,20131119:1300,22.7,17.3,56,13.5
22719,20131119:1400,24.2,17.6,49,12.8
22719,20131119:1500,23.1,18.1,59,14.7
22719,20131119:1600,21.7,17.4,63,14.4
22719,20131119:1700,21.1,17.1,65,14.3
22719,20131119:1800,20.4,16.8,68,14.3
22719,20131119:1900,19.9,16.5,69,14.1
22719,20131119:2000,19.1,16,71,13.7
22719,20131119:2100,18.7,16,74,14
22719,20131119:2200,17.8,15.5,77,13.7
22719,20131119:2300,17.4,15.3,79,13.7
22719,20131120:0000,17.2,15.1,79,13.5
22719,20131120:0100,16.9,14.7,78,13
22719,20131120:0200,16.4,14.4,79,12.8
22719,20131120:0300,15.9,14.1,81,12.7
22719,20131120:0400,14.9,13.6,86,12.6
22719,20131120:0500,14,12.9,88,12.1
22719,20131120:0600,17.2,15.1,79,13.5
22719,20131120:0700,18.5,15.7,73,13.6
22719,20131120:0800,19.8,16.4,69,14
22719,20131120:0900,20.3,16.4,65,13.5
22719,20131120:1000,20.6,16.8,66,14
22719,20131120:1100,20.6,16.2,61,12.8
22719,20131120:1200,21.5,16.6,58,12.9
22719,20131120:1300,21.8,16.6,56,12.6
22719,20131120:1400,21.2,16.2,57,12.4
22719,20131120:1500,21.6,16.9,60,13.5
22719,20131120:1600,20,16.4,67,13.7
22719,20131120:1700,21.1,16.3,59,12.8
22719,20131120:1800,20.2,15.6,59,11.9
22719,20131120:1900,18.9,15,64,12
22719,20131120:2000,18,14.7,68,12
22719,20131120:2100,17.1,14.4,73,12.2
22719,20131120:2200,16.7,14.3,76,12.5
22719,20131120:2300,16.4,14.6,81,13.1
22719,20131121:0000,16.7,15,82,13.6
22719,20131121:0100,16.9,15.5,86,14.6
22719,20131121:0200,16.6,15.4,87,14.4
22719,20131121:0300,15.9,14.9,89,14.1
22719,20131121:0400,15.6,14.6,89,13.8
22719,20131121:0500,15.3,14.3,89,13.5
22719,20131121:0600,16.9,15.2,83,14
22719,20131121:0700,18.1,16.3,82,15
22719,20131121:0800,18.6,16.1,76,14.3
22719,20131121:0900,17.2,16.3,91,15.7
22719,20131121:1000,19.9,17.1,74,15.1
22719,20131121:1100,21.5,17.1,62,13.9
22719,20131121:1200,22,17.2,60,13.9
22719,20131121:1300,22.3,17.4,59,13.9
22719,20131121:1400,22.8,17.4,56,13.6
22719,20131121:1500,22.6,17.5,58,13.9
22719,20131121:1600,22.2,17.3,59,13.8
22719,20131121:1700,21.6,16.8,59,13.3
22719,20131121:1800,20.7,16.6,64,13.7
22719,20131121:1900,19.2,16.1,71,13.8
22719,20131121:2000,18.4,15.6,73,13.5
22719,20131121:2100,17.9,15.2,74,13.2
22719,20131121:2200,17,14.8,78,13.1
22719,20131121:2300,16,14.4,83,13.1
22719,20131122:0000,15,13.6,85,12.5
22719,20131122:0100,14.6,13.4,87,12.5
22719,20131122:0200,14.2,13.1,88,12.3
22719,20131122:0300,13.2,12.1,87,11.1
22719,20131122:0400,13.2,12.4,90,11.6
22719,20131122:0500,12,11.2,90,10.4
22719,20131122:0600,14.3,13.6,92,13
22719,20131122:0700,17.4,15.5,81,14.1
22719,20131122:0800,20.4,16.1,62,12.9
22719,20131122:0900,21.2,17.4,67,14.8
22719,20131122:1000,22.3,17.8,62,14.7
22719,20131122:1100,23.5,17.7,54,13.7
22719,20131122:1200,25.1,19.4,56,15.7
22719,20131122:1300,24.3,18.8,57,15.2
22719,20131122:1400,24.7,19.4,59,16.2
22719,20131122:1500,24.9,19.5,58,16.1
22719,20131122:1600,23.1,18.9,65,16.2
22719,20131122:1700,22.2,18.4,68,16
22719,20131122:1800,22,18,66,15.4
22719,20131122:1900,20.5,17,69,14.6
22719,20131122:2000,19.9,16.7,71,14.5
22719,20131122:2100,19,16.6,77,14.9
22719,20131122:2200,18.3,16.5,82,15.2
22719,20131122:2300,17.1,15.6,85,14.6
22719,20131123:0000,16.4,15.1,86,14.1
22719,20131123:0100,16.1,15,88,14.1
22719,20131123:0200,15.6,14.7,90,14
22719,20131123:0300,15.1,14.2,90,13.5
22719,20131123:0400,14.4,13.6,91,13
22719,20131123:0500,14.5,13.5,89,12.7
22719,20131123:0600,16.2,14.6,83,13.3
22719,20131123:0700,18.8,15.8,72,13.7
22719,20131123:0800,20.7,17.1,68,14.6
22719,20131123:0900,21.9,17.5,63,14.6
22719,20131123:1000,23,17.3,54,13.2
22719,20131123:1100,23.8,18.1,55,14.2
22719,20131123:1200,24.9,19.2,56,15.5
22719,20131123:1300,26.1,19.6,52,15.5
22719,20131123:1400,25.4,19,52,14.8
22719,20131123:1500,24.5,19.8,63,17
22719,20131123:1600,23.6,19.7,68,17.4
22719,20131123:1700,23.1,19.4,69,17.1
22719,20131123:1800,21.3,17.9,70,15.6
22719,20131123:1900,20.4,17.3,72,15.2
22719,20131123:2000,19.2,17.3,82,16.1
22719,20131123:2100,18.6,17.2,86,16.2
22719,20131123:2200,18.4,17.1,87,16.2
22719,20131123:2300,17.8,16.7,89,16
22719,20131124:0000,17.4,16.4,90,15.7
22719,20131124:0100,17.2,16.2,90,15.6
22719,20131124:0200,16.6,15.7,90,15
22719,20131124:0300,17.9,16.8,89,16.1
22719,20131124:0400,17.8,16.8,90,16.1
22719,20131124:0500,17.4,16.3,89,15.6
22719,20131124:0600,17.8,16.6,88,15.8
22719,20131124:0700,18.3,16.3,80,14.8
22719,20131124:0800,19.1,16.7,77,15
22719,20131124:0900,20.6,17.6,73,15.6
22719,20131124:1000,21.9,18.7,72,16.6
22719,20131124:1100,22,18.1,67,15.6
22719,20131124:1200,22.6,18.4,65,15.7
22719,20131124:1300,22.6,19.1,70,16.9
22719,20131124:1400,22.2,18.9,72,16.9
22719,20131124:1500,21.7,18.5,72,16.4
22719,20131124:1600,21.2,18.2,73,16.2
22719,20131124:1700,20.6,17.7,74,15.8
22719,20131124:1800,19.7,16.8,73,14.7
22719,20131124:1900,18.2,15.8,77,14.1
22719,20131124:2000,17.4,15.4,80,13.9
22719,20131124:2100,17.3,15.4,81,14
22719,20131124:2200,17,15.1,81,13.7
22719,20131124:2300,16.8,15.1,83,13.9
22719,20131125:0000,16.8,15,82,13.7
22719,20131125:0100,17.4,15.1,77,13.3
22719,20131125:0200,17.7,15.2,75,13.2
22719,20131125:0300,17.6,15.4,78,13.7
22719,20131125:0400,17.1,14.9,78,13.2
22719,20131125:0500,16.6,14.5,78,12.8
22719,20131125:0600,17.7,15.6,79,14
22719,20131125:0700,18.2,15.1,70,12.7
22719,20131125:0800,19.1,15.7,68,13.1
22719,20131125:0900,20.3,16,62,12.8
22719,20131125:1000,21.4,17,62,13.8
22719,20131125:1100,23.2,18.2,59,14.8
22719,20131125:1200,23.2,18.2,59,14.8
22719,20131125:1300,23.7,18.7,60,15.5
22719,20131125:1400,23.9,18.6,58,15.1
22719,20131125:1500,23.4,17.9,56,14.1
22719,20131125:1600,22.8,17.4,56,13.6
22719,20131125:1700,21.5,16.6,58,12.9
22719,20131125:1800,21,17.1,66,14.4
22719,20131125:1900,20.5,16.2,62,13
22719,20131125:2000,20,16.9,72,14.8
22719,20131125:2100,19.6,16.7,73,14.6
22719,20131125:2200,19.4,16.6,74,14.7
22719,20131125:2300,19,17,81,15.7
22719,20131126:0000,18.4,17.1,87,16.2
22719,20131126:0100,18.6,17.1,85,16
22719,20131126:0200,18.6,17.1,85,16
22719,20131126:0300,18.4,17,86,16
22719,20131126:0400,18.8,17.4,86,16.4
22719,20131126:0500,18.2,17.1,89,16.4
22719,20131126:0600,18.7,17.4,87,16.5
22719,20131126:0700,19.5,17.8,84,16.7
22719,20131126:0800,19.3,18,87,17.1
22719,20131126:0900,19.8,18.5,88,17.8
22719,20131126:1000,21,19,82,17.8
22719,20131126:1100,21.2,19.1,81,17.8
22719,20131126:1200,24.1,19.5,63,16.6
22719,20131126:1300,24.7,20,63,17.2
22719,20131126:1400,24.7,20.1,64,17.4
22719,20131126:1500,25.1,20.1,61,17.1
22719,20131126:1600,24.1,19.2,61,16.1
22719,20131126:1700,23.1,19,66,16.4
22719,20131126:1800,22,18.4,69,16.1
22719,20131126:1900,20.7,17.6,72,15.5
22719,20131126:2000,19.5,17,77,15.4
22719,20131126:2100,18.2,16.4,82,15.1
22719,20131126:2200,17.8,16.3,85,15.3
22719,20131126:2300,17.2,16,88,15.2
22719,20131127:0000,17,15.9,89,15.2
22719,20131127:0100,16.9,15.8,89,15.1
22719,20131127:0200,16.6,15.6,89,14.8
22719,20131127:0300,17.4,16.4,90,15.7
22719,20131127:0400,16.9,15.9,90,15.3
22719,20131127:0500,16.5,15.7,91,15
22719,20131127:0600,17.4,16.2,88,15.4
22719,20131127:0700,19.5,17.6,82,16.4
22719,20131127:0800,20.7,17.9,75,16.1
22719,20131127:0900,22.1,18.4,68,15.9
22719,20131127:1000,23.2,18.3,60,15
22719,20131127:1100,23.6,18.5,59,15.1
22719,20131127:1200,22.8,18.6,65,15.9
22719,20131127:1300,21.4,18.9,78,17.4
22719,20131127:1400,21.3,18.4,74,16.5
22719,20131127:1500,20.4,18.1,79,16.7
22719,20131127:1600,20.5,17.9,76,16.1
22719,20131127:1700,19.3,17.8,86,16.9
22719,20131127:1800,18.8,17.5,87,16.6
22719,20131127:1900,18.4,17.4,90,16.7
22719,20131127:2000,18.2,17.3,91,16.7
22719,20131127:2100,17.9,17.1,92,16.6
22719,20131127:2200,17.4,16.4,90,15.7
22719,20131127:2300,16.9,15.8,89,15.1
22719,20131128:0000,17.3,15.8,85,14.8
22719,20131128:0100,16.7,15.8,91,15.2
22719,20131128:0200,15.9,15.4,94,15
22719,20131128:0300,16.2,15.6,94,15.2
22719,20131128:0400,16.1,15.5,94,15.1
22719,20131128:0500,16.1,15.5,94,15.1
22719,20131128:0600,16.5,16,95,15.7
22719,20131128:0700,16.9,16.1,92,15.6
22719,20131128:0800,17.3,16.4,91,15.8
22719,20131128:0900,19,17.3,84,16.2
22719,20131128:1000,20.4,17.5,74,15.6
22719,20131128:1100,21.4,17.6,67,15
22719,20131128:1200,21.9,18.1,67,15.5
22719,20131128:1300,20.8,17.2,68,14.7
22719,20131128:1400,21.1,17.1,65,14.3
22719,20131128:1500,21.4,17.5,66,14.8
22719,20131128:1600,20.5,16.2,62,13
22719,20131128:1700,19.2,16.5,75,14.7
22719,20131128:1800,18.6,15.8,73,13.7
22719,20131128:1900,17.9,15.6,77,13.8
22719,20131128:2000,17.7,15.6,79,14
22719,20131128:2100,17.3,15.8,85,14.8
22719,20131128:2200,16.9,15.7,88,14.9
22719,20131128:2300,16.6,15.4,87,14.4
22719,20131129:0000,16.3,15.1,87,14.1
22719,20131129:0100,16.4,15.1,86,14.1
22719,20131129:0200,16,14.9,88,14
22719,20131129:0300,16.5,14.9,83,13.6
22719,20131129:0400,16.5,14.8,82,13.4
22719,20131129:0500,16.4,14.4,79,12.8
22719,20131129:0600,17.1,15.1,80,13.6
22719,20131129:0700,16.6,15.5,88,14.6
22719,20131129:0800,18.7,16.2,76,14.4
22719,20131129:0900,19.3,16.5,74,14.6
22719,20131129:1000,20.6,17.5,72,15.4
22719,20131129:1100,20.7,17.7,73,15.7
22719,20131129:1200,21.1,17.8,71,15.7
22719,20131129:1300,21.3,17.6,68,15.2
22719,20131129:1400,21.2,17.7,69,15.3
22719,20131129:1500,21.5,17.9,69,15.6
22719,20131129:1600,21,17.4,68,14.9
22719,20131129:1700,20.9,17.2,67,14.6
22719,20131129:1800,20.5,17,69,14.6
22719,20131129:1900,19.4,16.4,72,14.2
22719,20131129:2000,18.6,16.2,77,14.5
22719,20131129:2100,18.5,16.3,79,14.8
22719,20131129:2200,17.7,15.7,80,14.2
22719,20131129:2300,18,16.1,81,14.7
22719,20131130:0000,17.9,16.1,82,14.8
22719,20131130:0100,17.8,16.2,84,15.1
22719,20131130:0200,17.8,16.2,84,15.1
22719,20131130:0300,17.8,16.3,85,15.3
22719,20131130:0400,17.8,16.2,84,15.1
22719,20131130:0500,17.7,16,83,14.8
22719,20131130:0600,17.6,15.9,83,14.7
22719,20131130:0700,18.8,16.3,76,14.5
22719,20131130:0800,20.1,16.7,69,14.3
22719,20131130:0900,21.1,17,64,14
22719,20131130:1000,22.1,17.6,62,14.5
22719,20131130:1100,21.5,17.1,62,13.9
22719,20131130:1200,22.7,17.2,55,13.2
22719,20131130:1300,23.6,17.9,55,14.1
22719,20131130:1400,23.2,18.6,62,15.5
22719,20131130:1500,22.9,17.9,59,14.5
22719,20131130:1600,21.1,17.8,71,15.7
22719,20131130:1700,20,18.3,84,17.2
22719,20131130:1800,17.7,16.7,90,16
22719,20131130:1900,17.5,16.4,89,15.7
22719,20131130:2000,17.8,16.5,87,15.6
22719,20131130:2100,17.7,15.9,82,14.6
22719,20131130:2200,17.5,15.5,80,14
22719,20131130:2300,17.2,15.1,79,13.5
22719,20131201:0000,17.2,14.8,76,12.9
22719,20131201:0100,16.9,13.9,70,11.4
22719,20131201:0200,16.7,14.2,75,12.3
22719,20131201:0300,15.8,13.3,74,11.2
22719,20131201:0400,15.7,13.3,75,11.3
22719,20131201:0500,15.6,13.3,76,11.4
22719,20131201:0600,16,13.2,71,10.8
22719,20131201:0700,16.9,13.4,65,10.3
22719,20131201:0800,17.4,13.3,60,9.6
22719,20131201:0900,17.3,13.1,59,9.2
22719,20131201:1000,17.6,12.7,53,7.9
22719,20131201:1100,17.8,12.6,51,7.5
22719,20131201:1200,18.4,12.7,48,7.2
22719,20131201:1300,19.6,14.4,54,10.1
22719,20131201:1400,19,13.9,54,9.5
22719,20131201:1500,18.9,14,55,9.7
22719,20131201:1600,18.3,13,51,8
22719,20131201:1700,18.1,12.8,51,7.8
22719,20131201:1800,16.9,12.6,58,8.6
22719,20131201:1900,16.3,12,57,7.8
22719,20131201:2000,16.3,12.1,58,8
22719,20131201:2100,15.8,12,61,8.3
22719,20131201:2200,15.8,12.2,63,8.8
22719,20131201:2300,15.9,12.2,62,8.6
22719,20131202:0000,15.8,12.2,63,8.8
22719,20131202:0100,15.4,12.1,66,9.1
22719,20131202:0200,15,11.9,67,8.9
22719,20131202:0300,13.6,11.5,76,9.5
22719,20131202:0400,12.3,10.8,82,9.3
22719,20131202:0500,11.9,10.3,81,8.8
22719,20131202:0600,13,11.4,81,9.8
22719,20131202:0700,16.1,12.7,65,9.5
22719,20131202:0800,17.3,13.5,63,10.2
22719,20131202:0900,18.4,13.6,55,9.2
22719,20131202:1000,19.8,14.9,56,10.8
22719,20131202:1100,20.6,16,60,12.6
22719,20131202:1200,21.7,16.2,54,12
22719,20131202:1300,22.8,16.7,51,12.2
22719,20131202:1400,22.5,15.9,47,10.6
22719,20131202:1500,23.3,16.7,48,11.7
22719,20131202:1600,22.5,16.6,52,12.2
22719,20131202:1700,21,15.8,55,11.6
22719,20131202:1800,19.8,15.1,58,11.3
22719,20131202:1900,18.6,14.5,62,11.2
22719,20131202:2000,17.9,14.4,66,11.5
22719,20131202:2100,17.9,14.6,68,11.9
22719,20131202:2200,17.5,14.3,69,11.8
22719,20131202:2300,16,13.7,76,11.8
22719,20131203:0000,15.2,13.3,80,11.8
22719,20131203:0100,14.5,12.9,82,11.5
22719,20131203:0200,14,12.8,86,11.7
22719,20131203:0300,14.4,13,84,11.7
22719,20131203:0400,14.4,13,84,11.7
22719,20131203:0500,14.2,12.8,84,11.5
22719,20131203:0600,14.7,13.1,82,11.7
22719,20131203:0700,16.2,14.2,79,12.6
22719,20131203:0800,18.6,15.4,70,13
22719,20131203:0900,19.2,15.6,67,12.9
22719,20131203:1000,19.6,15.5,63,12.4
22719,20131203:1100,19.2,15.9,69,13.4
22719,20131203:1200,20,16.1,65,13.2
22719,20131203:1300,21.6,16.6,58,13
22719,20131203:1400,21,15.6,54,11.4
22719,20131203:1500,20.5,16.2,62,13
22719,20131203:1600,19.7,16.3,69,13.9
22719,20131203:1700,19.8,16.6,71,14.4
22719,20131203:1800,19.6,16.7,73,14.6
22719,20131203:1900,19.1,16.8,78,15.2
22719,20131203:2000,19.4,16.8,76,15.1
22719,20131203:2100,19.3,17.1,79,15.6
22719,20131203:2200,18.6,17,84,15.9
22719,20131203:2300,18.4,16.9,85,15.8
22719,20131204:0000,18.6,17.3,87,16.4
22719,20131204:0100,18.5,17.2,87,16.3
22719,20131204:0200,17.9,17,91,16.4
22719,20131204:0300,17.7,17,93,16.6
22719,20131204:0400,17.3,16.7,94,16.3
22719,20131204:0500,17.7,17.1,94,16.7
22719,20131204:0600,18,17.4,94,17
22719,20131204:0700,18.1,17.5,94,17.1
22719,20131204:0800,18.7,18.1,94,17.7
22719,20131204:0900,18.4,17.8,94,17.4
22719,20131204:1000,19,18.2,92,17.7
22719,20131204:1100,18.9,18,91,17.4
22719,20131204:1200,18.6,17.9,93,17.5
22719,20131204:1300,18.7,18,93,17.5
22719,20131204:1400,18.5,17.3,88,16.5
22719,20131204:1500,18.4,17.5,91,16.9
22719,20131204:1600,18.3,17.3,90,16.6
22719,20131204:1700,18.3,17.3,90,16.6
22719,20131204:1800,18,17.2,92,16.7
22719,20131204:1900,17.8,17.2,94,16.8
22719,20131204:2000,17.7,17.1,94,16.7
22719,20131204:2100,17.6,17,94,16.6
22719,20131204:2200,17.7,17.1,94,16.7
22719,20131204:2300,17.9,17.4,95,17.1
22719,20131205:0000,18.3,17.8,95,17.5
22719,20131205:0100,18.2,17.7,95,17.4
22719,20131205:0200,18,17.5,95,17.2
22719,20131205:0300,18.3,17.6,93,17.2
22719,20131205:0400,18.5,17.9,94,17.5
22719,20131205:0500,18.8,18.2,94,17.8
22719,20131205:0600,19,18.4,94,18
22719,20131205:0700,19,18.5,95,18.2
22719,20131205:0800,19,18.4,94,18
22719,20131205:0900,19,18.5,95,18.2
22719,20131205:1000,19,18.5,95,18.2
22719,20131205:1100,19.1,18.6,95,18.3
22719,20131205:1200,19.5,18.8,93,18.4
22719,20131205:1300,20.7,19.2,86,18.3
22719,20131205:1400,19.4,18.7,93,18.2
22719,20131205:1500,20,19.4,94,19
22719,20131205:1600,21.2,19.7,86,18.8
22719,20131205:1700,22.2,20.3,83,19.2
22719,20131205:1800,22,19.4,77,17.8
22719,20131205:1900,20.8,18.5,79,17
22719,20131205:2000,20.1,18.6,86,17.7
22719,20131205:2100,19.6,18.6,90,17.9
22719,20131205:2200,19,18,90,17.3
22719,20131205:2300,18.7,17.7,90,17
22719,20131206:0000,18.7,17.7,90,17
22719,20131206:0100,18,17,90,16.3
22719,20131206:0200,18.2,17.2,90,16.5
22719,20131206:0300,17.8,16.9,91,16.3
22719,20131206:0400,18,17.2,92,16.7
22719,20131206:0500,17.9,17.1,92,16.6
22719,20131206:0600,18,17.2,92,16.7
22719,20131206:0700,18.7,17.5,88,16.7
22719,20131206:0800,19.6,17.8,83,16.6
22719,20131206:0900,20.4,17.9,77,16.2
22719,20131206:1000,21,17.6,70,15.3
22719,20131206:1100,20.7,17.7,73,15.7
22719,20131206:1300,22.9,18.2,61,15
22719,20131206:1400,23.9,19.4,64,16.7
22719,20131206:1500,24.2,19,59,15.7
22719,20131206:1600,23.5,19.2,65,16.6
22719,20131206:1700,22.2,17.4,60,14.1
22719,20131206:1800,20.9,16.4,61,13.1
22719,20131206:1900,19.9,16.5,69,14.1
22719,20131206:2000,19,16.5,76,14.7
22719,20131206:2100,18.5,16.2,78,14.6
22719,20131206:2200,17.9,15.9,80,14.4
22719,20131206:2300,17.3,15.6,83,14.4
22719,20131207:0000,17.9,16,81,14.6
22719,20131207:0100,17.9,15.9,80,14.4
22719,20131207:0200,17.4,15.8,84,14.7
22719,20131207:0300,17.4,15.7,83,14.5
22719,20131207:0400,17.4,15.9,85,14.9
22719,20131207:0500,17.1,15.9,88,15.1
22719,20131207:0600,18.2,16.5,83,15.3
22719,20131207:0700,19.4,17,77,15.3
22719,20131207:0800,19.9,17.3,76,15.6
22719,20131207:0900,19.7,17.6,80,16.2
22719,20131207:1000,17.7,16.8,91,16.2
22719,20131207:1100,17.6,16.8,92,16.3
22719,20131207:1200,20.2,17.6,76,15.8
22719,20131207:1300,21.4,17.8,69,15.5
22719,20131207:1400,22.9,18.4,63,15.5
22719,20131207:1500,21.9,17.5,63,14.6
22719,20131207:1600,21.6,17.9,68,15.5
22719,20131207:1700,21.6,17.7,66,15
22719,20131207:1800,19.7,16.6,71,14.3
22719,20131207:1900,19,16,72,13.8
22719,20131207:2000,17.4,15.6,82,14.3
22719,20131207:2100,16.9,15.1,82,13.8
22719,20131207:2200,16.6,14.9,82,13.5
22719,20131207:2300,16,14.6,85,13.5
22719,20131208:0000,15.9,14.6,86,13.6
22719,20131208:0100,15.6,14.4,87,13.5
22719,20131208:0200,15.7,14.4,86,13.4
22719,20131208:0300,15.5,14.3,87,13.3
22719,20131208:0400,15.4,14.1,86,13.1
22719,20131208:0500,15.4,13.9,84,12.7
22719,20131208:0600,16.5,14.7,81,13.2
22719,20131208:0700,17.8,15.5,77,13.7
22719,20131208:0800,19,16.3,74,14.3
22719,20131208:1700,20.2,16.4,66,13.7
22719,20131208:1800,19.5,16.3,70,13.9
22719,20131208:1900,18.1,15.1,71,12.8
22719,20131208:2000,17.4,15,76,13.1
22719,20131208:2100,16.7,14.8,80,13.2
22719,20131208:2200,16.7,15.4,86,14.4
22719,20131208:2300,15.5,14.4,88,13.5
22719,20131209:0000,15.4,14.4,89,13.6
22719,20131209:0100,15.4,14.6,91,13.9
22719,20131209:0200,15.5,14.6,90,13.9
22719,20131209:0300,15.6,14.7,90,14
22719,20131209:0400,15.5,14.4,88,13.5
22719,20131209:0500,16.7,15.2,84,14
22719,20131209:0600,16.7,15.1,83,13.8
22719,20131209:0700,18.2,15.9,78,14.3
22719,20131209:0800,18.9,16.2,74,14.2
22719,20131209:0900,20.1,16.3,66,13.6
22719,20131209:1000,21.1,16.7,62,13.6
22719,20131209:1100,20.6,15.5,56,11.5
22719,20131209:1200,21.2,16.7,61,13.4
22719,20131209:1300,21.3,17,63,14
22719,20131209:1400,21.2,16.9,63,13.9
22719,20131209:1500,20.9,16.5,62,13.4
22719,20131209:1600,19.8,16.3,68,13.7
22719,20131209:1700,19.1,15.9,70,13.5
22719,20131209:1800,18.7,15.8,72,13.6
22719,20131209:1900,18.5,15.5,71,13.2
22719,20131209:2000,17.2,15,78,13.3
22719,20131209:2100,16.4,14.4,79,12.8
22719,20131209:2200,15.7,14.1,83,12.8
22719,20131209:2300,15.5,14.2,86,13.2
22719,20131210:0000,15.9,14.5,85,13.4
22719,20131210:0100,15.4,14.1,86,13.1
22719,20131210:0200,15.7,13.9,81,12.5
22719,20131210:0300,16.5,14.4,78,12.7
22719,20131210:0400,16.5,14.4,78,12.7
22719,20131210:0500,16.4,13.9,74,11.8
22719,20131210:0600,16.9,14.2,73,12.1
22719,20131210:0700,17.3,13.7,65,10.7
22719,20131210:0800,17.6,13.4,60,9.8
22719,20131210:0900,18.3,13.9,59,10.2
22719,20131210:1000,18.9,14.6,60,11
22719,20131210:1100,19.8,14.7,55,10.5
22719,20131210:1200,20.1,15.1,56,11.1
22719,20131210:1300,19.8,15.2,59,11.6
22719,20131210:1400,20.6,15.8,58,12.1
22719,20131210:1500,20.5,15.7,58,12
22719,20131210:1600,19.9,15.4,60,11.9
22719,20131210:1700,19.2,15.2,63,12
22719,20131210:1800,18.5,14.6,63,11.3
22719,20131210:1900,17.8,14,63,10.7
22719,20131210:2000,16.7,13.4,67,10.6
22719,20131210:2100,16.1,13.4,72,11.1
22719,20131210:2200,15.5,13.4,78,11.7
22719,20131210:2300,15.5,13.7,81,12.3
22719,20131211:0000,14.8,13.3,83,12
22719,20131211:0100,14.3,12.9,84,11.7
22719,20131211:0200,13.7,12.5,86,11.4
22719,20131211:0300,14.5,12.9,82,11.5
22719,20131211:0400,13.9,12.5,84,11.3
22719,20131211:0500,14.2,12.7,83,11.4
22719,20131211:0600,15,13.3,82,12
22719,20131211:0700,17.1,14.2,71,11.8
22719,20131211:0800,17.8,14.5,68,11.8
22719,20131211:0900,19.1,14.7,60,11.2
22719,20131211:1000,19.1,15.2,64,12.1
22719,20131211:1100,19.2,15.2,63,12
22719,20131211:1200,19.3,14.7,58,10.8
22719,20131211:1300,19.8,15.2,59,11.6
22719,20131211:1400,19.6,15.6,64,12.6
22719,20131211:1500,19.3,16,69,13.5
22719,20131211:1600,19.5,16.3,70,13.9
22719,20131211:1700,18.5,15.6,72,13.4
22719,20131211:1800,18.2,15.4,73,13.3
22719,20131211:1900,17.9,15.2,74,13.2
22719,20131211:2000,17.3,14.6,73,12.4
22719,20131211:2100,17.1,14.8,77,13
22719,20131211:2200,17,14.7,77,12.9
22719,20131211:2300,17.2,14.7,75,12.7
22719,20131212:0000,17.2,14.8,76,12.9
22719,20131212:0100,17.1,14.9,78,13.2
22719,20131212:0200,16.8,14.6,78,13
22719,20131212:0300,16.8,14.6,78,13
22719,20131212:0400,14.9,13.5,85,12.4
22719,20131212:0500,13.7,12.7,89,11.9
22719,20131212:0600,16.2,14.9,86,13.9
22719,20131212:0700,19.4,16.5,73,14.4
22719,20131212:0800,19.1,15.8,69,13.3
22719,20131212:0900,20,16,64,13
22719,20131212:1000,21,17,65,14.2
22719,20131212:1100,22,17.4,61,14.1
22719,20131212:1200,22.7,16.8,52,12.4
22719,20131212:1300,23,17.6,56,13.8
22719,20131212:1400,22.6,18.7,67,16.2
22719,20131212:1500,22.8,18.1,61,14.9
22719,20131212:1600,22.5,18.5,66,15.8
22719,20131212:1700,21.6,18.3,71,16.1
22719,20131212:1800,20.8,17.4,70,15.1
22719,20131212:1900,20.1,17.5,76,15.8
22719,20131212:2000,18.5,16.1,77,14.4
22719,20131212:2100,18.2,15.9,78,14.3
22719,20131212:2200,17.9,15.9,80,14.4
22719,20131212:2300,18,16,80,14.5
22719,20131213:0000,17.6,15.8,82,14.5
22719,20131213:0100,16.9,15.3,84,14.2
22719,20131213:0200,16.6,15.2,85,14.1
22719,20131213:0300,16.5,15.2,86,14.2
22719,20131213:0400,16.2,14.9,86,13.9
22719,20131213:0500,15.8,14.6,87,13.6
22719,20131213:0600,16.2,15.1,88,14.2
22719,20131213:0700,18.1,16.4,83,15.2
22719,20131213:0800,19.2,17.3,82,16.1
22719,20131213:0900,20.4,17.5,74,15.6
22719,20131213:1000,22.2,18.6,69,16.2
22719,20131213:1100,23.2,18.6,62,15.5
22719,20131213:1200,23.8,17.5,51,13.1
22719,20131213:1300,24.3,18.5,55,14.7
22719,20131213:1400,24.9,18.7,53,14.7
22719,20131213:1500,25.2,18.8,52,14.7
22719,20131213:1600,25,18.1,48,13.2
22719,20131213:1700,24.1,17.8,51,13.4
22719,20131213:1800,23,16.7,50,12
22719,20131213:1900,21.4,17.8,69,15.5
22719,20131213:2000,20,17.1,73,15
22719,20131213:2100,19.7,17.2,77,15.6
22719,20131213:2200,19.4,17,77,15.3
22719,20131213:2300,18.3,16.5,82,15.2
22719,20131214:0000,17,15.3,83,14.1
22719,20131214:0100,16.4,14.9,84,13.7
22719,20131214:0200,16.2,15,87,14
22719,20131214:0300,15.8,14.7,88,13.8
22719,20131214:0400,16.2,15.1,88,14.2
22719,20131214:0500,15.7,14.8,90,14.1
22719,20131214:0600,18.2,16.7,85,15.6
22719,20131214:0700,20,17.6,78,16.1
22719,20131214:0800,21,17.6,70,15.3
22719,20131214:0900,23.5,18.3,58,14.8
22719,20131214:1000,24.1,19.5,63,16.6
22719,20131214:1100,24.6,19.1,57,15.5
22719,20131214:1200,24.8,18.5,52,14.3
22719,20131214:1300,26.1,17.7,40,11.5
22719,20131214:1400,26.5,18.7,44,13.3
22719,20131214:1500,25.8,17.8,42,11.9
